DATE,"COUNTRY 
CODE","TRANSP. 
METHOD",QUANTITY,Country,Code,CONTINENT
2019-07-12,BG,Air,34846,Belgium,BG,EU
2019-07-12,AN,Air,31745,Andorra,AN,EU
2019-07-12,SM,Air,31725,San Marino,SM,EU
2019-07-12,NI,Air,34545,Nicaragua,NI,AM
2019-07-13,PO,Air,34022,Portugal,PO,EU
2019-07-13,HU,Air,35821,Hungary,HU,EU
2019-07-13,CU,Sea,39911,Cuba,CU,AM
2019-07-13,DE,Sea,36045,Denmark,DE,EU
2019-07-13,VE,Sea,38345,Venezuela,VE,AM
2019-07-13,LU,Sea,39308,Luxembourg,LU,EU
2019-07-13,SE,Sea,31001,Serbia,SE,EU
2019-07-13,EG,Air,38500,Egypt,EG,AF
2019-07-13,MD,Air,37834,Moldova,MD,EU
2019-07-13,NO,Air,32635,Norway,NO,EU
2019-07-13,LU,Sea,37839,Luxembourg,LU,EU
2019-07-13,SE,Air,36624,Serbia,SE,EU
2019-07-13,UR,Sea,31185,Uruguay,UR,AM
2019-07-13,LA,Air,33426,Latvia,LA,EU
2019-07-13,CA,Sea,36802,Canada,CA,AM
2019-07-13,NI,Air,31140,Nicaragua,NI,AM
2019-07-13,MD,Air,30782,Moldova,MD,EU
2019-07-13,SL,Air,31759,Slovakia,SL,EU
2019-07-13,CU,Sea,36110,Cuba,CU,AM
2019-07-13,AL,Air,32960,Albania,AL,EU
2019-07-14,LA,Air,34704,Latvia,LA,EU
2019-07-14,FI,Air,31324,Finland,FI,EU
2019-07-14,SP,Sea,36338,Spain,SP,EU
2019-07-14,EC,Sea,35004,Ecuador,EC,AM
2019-07-14,AR,Air,34456,Argentina,AR,AM
2019-07-14,MN,Air,37984,Montenegro,MN,EU
2019-07-14,MD,Air,36272,Moldova,MD,EU
2019-07-14,CH,Air,37489,China,CH,AS
2019-07-14,BG,Sea,32853,Belgium,BG,EU
2019-07-14,BR,Sea,32314,Belarus,BR,EU
2019-07-14,PG,Air,35935,Paraguay,PG,AM
2019-07-14,RU,Sea,31589,Russia,RU,EU
2019-07-14,MA,Sea,35126,Malta,MA,EU
2019-07-14,EG,Sea,30499,Egypt,EG,AF
2019-07-14,NE,Air,39122,Netherlands,NE,EU
2019-07-14,BR,Air,32558,Belarus,BR,EU
2019-07-14,FI,Air,30459,Finland,FI,EU
2019-07-14,CO,Air,38857,Colombia,CO,AM
2019-07-14,CH,Air,31948,China,CH,AS
2019-07-14,NM,Air,32893,North Macedonia,NM,EU
2019-07-15,AL,Air,31873,Albania,AL,EU
2019-07-15,RO,Air,32777,Romania,RO,EU
2019-07-15,GR,Air,38368,Greece,GR,EU
2019-07-15,IR,Air,32409,Ireland,IR,EU
2019-07-15,BU,Sea,34843,Bulgaria,BU,EU
2019-07-15,SP,Air,33811,Spain,SP,EU
2019-07-15,SW,Air,30896,Switzerland,SW,EU
2019-07-15,HU,Sea,33311,Hungary,HU,EU
2019-07-15,CR,Air,36956,Costa Rica,CR,AM
2019-07-15,CH,Sea,34241,China,CH,AS
2019-07-15,MN,Sea,39576,Montenegro,MN,EU
2019-07-15,EQ,Sea,38435,Equatorial Guinea,EQ,AF
2019-07-15,HW,Air,37252,Hawaii,HW,AM
2019-07-15,LI,Air,35304,Lithuania,LI,EU
2019-07-15,EC,Air,38405,Ecuador,EC,AM
2019-07-15,IR,Air,33470,Ireland,IR,EU
2019-07-15,AR,Sea,33548,Argentina,AR,AM
2019-07-15,LC,Air,39930,Liechtenstein,LC,EU
2019-07-15,HW,Air,39673,Hawaii,HW,AM
2019-07-15,LI,Sea,31505,Lithuania,LI,EU
2019-07-16,EQ,Air,31940,Equatorial Guinea,EQ,AF
2019-07-16,SN,Air,35466,Slovenia,SN,EU
2019-07-16,AL,Air,33734,Albania,AL,EU
2019-07-16,SP,Sea,36774,Spain,SP,EU
2019-07-16,BO,Sea,36104,Bolivia,BO,AM
2019-07-16,BM,Air,37402,Bahamas,BM,AM
2019-07-16,CU,Sea,32178,Cuba,CU,AM
2019-07-16,SN,Sea,35256,Slovenia,SN,EU
2019-07-16,BO,Air,31491,Bolivia,BO,AM
2019-07-16,HU,Air,30437,Hungary,HU,EU
2019-07-16,PG,Air,38617,Paraguay,PG,AM
2019-07-16,MR,Sea,33376,Morroco,MR,AF
2019-07-16,GU,Air,37381,Guatemala,GU,AM
2019-07-16,SW,Air,32556,Switzerland,SW,EU
2019-07-16,HU,Sea,34458,Hungary,HU,EU
2019-07-16,CA,Sea,37881,Canada,CA,AM
2019-07-16,SK,Sea,33602,South Korea,SK,AS
2019-07-16,LI,Sea,36450,Lithuania,LI,EU
2019-07-16,MN,Sea,39145,Montenegro,MN,EU
2019-07-16,IN,Sea,33270,India,IN,AS
2019-07-17,US,Sea,33666,United States,US,AM
2019-07-17,NI,Air,37846,Nicaragua,NI,AM
2019-07-17,HW,Sea,30751,Hawaii,HW,AM
2019-07-17,MA,Air,30869,Malta,MA,EU
2019-07-17,SW,Sea,37574,Switzerland,SW,EU
2019-07-17,CA,Sea,34262,Canada,CA,AM
2019-07-17,RU,Air,37961,Russia,RU,EU
2019-07-17,BZ,Air,30255,Brazil,BZ,AM
2019-07-17,IN,Sea,39260,India,IN,AS
2019-07-17,AR,Sea,34365,Argentina,AR,AM
2019-07-17,AT,Air,38202,Australia,AT,OC
2019-07-17,PE,Sea,33619,Peru,PE,AM
2019-07-17,FI,Air,30921,Finland,FI,EU
2019-07-17,LA,Air,36361,Latvia,LA,EU
2019-07-17,MR,Sea,32756,Morroco,MR,AF
2019-07-17,EG,Air,31429,Egypt,EG,AF
2019-07-17,ET,Air,35081,Estonia,ET,EU
2019-07-17,ES,Sea,39536,El Salvador,ES,AM
2019-07-17,DE,Sea,39089,Denmark,DE,EU
2019-07-17,US,Air,31887,United States,US,AM
2019-07-18,BG,Sea,31221,Belgium,BG,EU
2019-07-18,FR,Sea,32140,France,FR,EU
2019-07-18,US,Air,32137,United States,US,AM
2019-07-18,BO,Sea,37909,Bolivia,BO,AM
2019-07-18,JP,Sea,35641,Japan,JP,AS
2019-07-18,GY,Sea,32598,Guyana,GY,AM
2019-07-18,IR,Air,34045,Ireland,IR,EU
2019-07-18,JP,Sea,39980,Japan,JP,AS
2019-07-18,FI,Air,33777,Finland,FI,EU
2019-07-18,GE,Sea,32988,Germany,GE,EU
2019-07-18,NI,Sea,37843,Nicaragua,NI,AM
2019-07-18,CL,Air,32892,Chile,CL,AM
2019-07-18,GL,Air,34012,Greenland,GL,AM
2019-07-18,HW,Sea,37525,Hawaii,HW,AM
2019-07-18,AR,Sea,36143,Argentina,AR,AM
2019-07-18,BA,Sea,34991,Barbados,BA,AM
2019-07-18,AT,Sea,36293,Australia,AT,OC
2019-07-18,LC,Sea,30243,Liechtenstein,LC,EU
2019-07-18,IT,Sea,38860,Italy,IT,EU
2019-07-18,BA,Sea,31504,Barbados,BA,AM
2019-07-19,SM,Air,36929,San Marino,SM,EU
2019-07-19,MD,Sea,35704,Moldova,MD,EU
2019-07-19,LU,Sea,39959,Luxembourg,LU,EU
2019-07-19,MO,Air,39498,Monaco,MO,EU
2019-07-19,AL,Air,36860,Albania,AL,EU
2019-07-19,BE,Air,35713,Belize,BE,AM
2019-07-19,RU,Sea,38791,Russia,RU,EU
2019-07-19,RO,Sea,39120,Romania,RO,EU
2019-07-19,LU,Air,35984,Luxembourg,LU,EU
2019-07-19,EQ,Air,30438,Equatorial Guinea,EQ,AF
2019-07-19,PG,Air,39275,Paraguay,PG,AM
2019-07-19,BE,Sea,32712,Belize,BE,AM
2019-07-19,IC,Air,32330,Iceland,IC,EU
2019-07-19,BU,Air,32541,Bulgaria,BU,EU
2019-07-19,HW,Sea,34616,Hawaii,HW,AM
2019-07-19,GU,Sea,39310,Guatemala,GU,AM
2019-07-19,GL,Sea,38759,Greenland,GL,AM
2019-07-19,SD,Sea,34035,Sweden,SD,EU
2019-07-19,PG,Air,35242,Paraguay,PG,AM
2019-07-19,IN,Sea,33246,India,IN,AS
2019-07-20,CR,Sea,32405,Costa Rica,CR,AM
2019-07-20,LC,Sea,35613,Liechtenstein,LC,EU
2019-07-20,IR,Air,30425,Ireland,IR,EU
2019-07-20,NO,Sea,38352,Norway,NO,EU
2019-07-20,FI,Sea,31598,Finland,FI,EU
2019-07-20,RU,Sea,30993,Russia,RU,EU
2019-07-20,UKR,Sea,39738,Ukraine,UKR,EU
2019-07-20,GL,Air,35217,Greenland,GL,AM
2019-07-20,BO,Sea,35550,Bolivia,BO,AM
2019-07-20,NZ,Air,31515,New Zealand,NZ,OC
2019-07-20,GE,Sea,38234,Germany,GE,EU
2019-07-20,CO,Sea,30011,Colombia,CO,AM
2019-07-20,UR,Sea,35940,Uruguay,UR,AM
2019-07-20,CA,Sea,34046,Canada,CA,AM
2019-07-20,AR,Air,34450,Argentina,AR,AM
2019-07-20,NM,Sea,36157,North Macedonia,NM,EU
2019-07-20,AR,Air,30623,Argentina,AR,AM
2019-07-20,PE,Air,32874,Peru,PE,AM
2019-07-20,AN,Air,38740,Andorra,AN,EU
2019-07-20,LU,Sea,30867,Luxembourg,LU,EU
2019-07-21,MD,Air,37664,Moldova,MD,EU
2019-07-21,LU,Sea,39372,Luxembourg,LU,EU
2019-07-21,CZ,Air,34814,Czech Republic (Czechia),CZ,EU
2019-07-21,MR,Air,36470,Morroco,MR,AF
2019-07-21,FR,Air,39691,France,FR,EU
2019-07-21,CI,Sea,38863,Cote d'Ivore,CI,AF
2019-07-21,SM,Air,32707,San Marino,SM,EU
2019-07-21,NE,Sea,32324,Netherlands,NE,EU
2019-07-21,BO,Sea,39151,Bolivia,BO,AM
2019-07-21,JP,Air,32789,Japan,JP,AS
2019-07-21,MN,Air,36454,Montenegro,MN,EU
2019-07-21,AR,Air,38328,Argentina,AR,AM
2019-07-21,SE,Air,38246,Serbia,SE,EU
2019-07-21,IR,Air,33725,Ireland,IR,EU
2019-07-21,RU,Sea,36603,Russia,RU,EU
2019-07-21,NZ,Air,39229,New Zealand,NZ,OC
2019-07-21,BU,Air,34918,Bulgaria,BU,EU
2019-07-21,UK,Sea,33241,United Kingdom,UK,EU
2019-07-21,CA,Sea,31960,Canada,CA,AM
2019-07-21,AN,Air,39308,Andorra,AN,EU
2019-07-22,PO,Air,35688,Portugal,PO,EU
2019-07-22,SM,Sea,34886,San Marino,SM,EU
2019-07-22,UKR,Sea,32418,Ukraine,UKR,EU
2019-07-22,GR,Air,39447,Greece,GR,EU
2019-07-22,JP,Sea,37481,Japan,JP,AS
2019-07-22,IT,Sea,36616,Italy,IT,EU
2019-07-22,HS,Sea,36307,Holy See,HS,EU
2019-07-22,UKR,Air,39241,Ukraine,UKR,EU
2019-07-22,PA,Air,33133,Panama,PA,AM
2019-07-22,SL,Sea,35449,Slovakia,SL,EU
2019-07-22,PE,Air,35254,Peru,PE,AM
2019-07-22,BA,Sea,33858,Barbados,BA,AM
2019-07-22,CH,Sea,33829,China,CH,AS
2019-07-22,US,Sea,30699,United States,US,AM
2019-07-22,BU,Air,30720,Bulgaria,BU,EU
2019-07-22,US,Air,38924,United States,US,AM
2019-07-22,GU,Sea,32455,Guatemala,GU,AM
2019-07-22,ET,Air,35191,Estonia,ET,EU
2019-07-22,BZ,Sea,34242,Brazil,BZ,AM
2019-07-22,IR,Sea,39746,Ireland,IR,EU
2019-07-23,CH,Air,39628,China,CH,AS
2019-07-23,HT,Sea,35493,Haiti,HT,AM
2019-07-23,BZ,Air,30747,Brazil,BZ,AM
2019-07-23,IT,Sea,30421,Italy,IT,EU
2019-07-23,LA,Air,39532,Latvia,LA,EU
2019-07-23,CI,Air,35281,Cote d'Ivore,CI,AF
2019-07-23,AL,Sea,38339,Albania,AL,EU
2019-07-23,LU,Air,39434,Luxembourg,LU,EU
2019-07-23,LA,Air,38847,Latvia,LA,EU
2019-07-23,ES,Sea,39114,El Salvador,ES,AM
2019-07-23,GR,Air,39314,Greece,GR,EU
2019-07-23,SA,Air,39900,South Africa,SA,AF
2019-07-23,BO,Sea,31668,Bolivia,BO,AM
2019-07-23,HU,Sea,38686,Hungary,HU,EU
2019-07-23,SW,Sea,34294,Switzerland,SW,EU
2019-07-23,BU,Air,38942,Bulgaria,BU,EU
2019-07-23,HW,Sea,35471,Hawaii,HW,AM
2019-07-23,AR,Air,33148,Argentina,AR,AM
2019-07-23,SP,Air,38590,Spain,SP,EU
2019-07-23,NO,Air,35339,Norway,NO,EU
2019-07-24,SP,Air,39031,Spain,SP,EU
2019-07-24,CU,Air,35107,Cuba,CU,AM
2019-07-24,NZ,Sea,34282,New Zealand,NZ,OC
2019-07-24,DE,Air,33248,Denmark,DE,EU
2019-07-24,MO,Air,38501,Monaco,MO,EU
2019-07-24,SD,Air,31521,Sweden,SD,EU
2019-07-24,BU,Sea,36676,Bulgaria,BU,EU
2019-07-24,CI,Air,35945,Cote d'Ivore,CI,AF
2019-07-24,BA,Air,37055,Barbados,BA,AM
2019-07-24,MR,Sea,35709,Morroco,MR,AF
2019-07-24,CT,Air,37585,Croatia,CT,EU
2019-07-24,VE,Sea,39889,Venezuela,VE,AM
2019-07-24,HS,Air,34989,Holy See,HS,EU
2019-07-24,GU,Air,37559,Guatemala,GU,AM
2019-07-24,BG,Sea,39625,Belgium,BG,EU
2019-07-24,JA,Air,35814,Jamaica,JA,AM
2019-07-24,BR,Air,38090,Belarus,BR,EU
2019-07-24,EG,Sea,33637,Egypt,EG,AF
2019-07-24,MO,Sea,35278,Monaco,MO,EU
2019-07-24,BE,Sea,32762,Belize,BE,AM
2019-07-25,NM,Sea,37030,North Macedonia,NM,EU
2019-07-25,LA,Air,33162,Latvia,LA,EU
2019-07-25,BM,Air,39334,Bahamas,BM,AM
2019-07-25,BO,Air,34321,Bolivia,BO,AM
2019-07-25,SM,Sea,35216,San Marino,SM,EU
2019-07-25,ES,Sea,30174,El Salvador,ES,AM
2019-07-25,BZ,Sea,30179,Brazil,BZ,AM
2019-07-25,CI,Air,37444,Cote d'Ivore,CI,AF
2019-07-25,AR,Air,35034,Argentina,AR,AM
2019-07-25,FI,Sea,34614,Finland,FI,EU
2019-07-25,MA,Air,31747,Malta,MA,EU
2019-07-25,NE,Air,35371,Netherlands,NE,EU
2019-07-25,UK,Sea,34953,United Kingdom,UK,EU
2019-07-25,EQ,Air,38780,Equatorial Guinea,EQ,AF
2019-07-25,AR,Air,34793,Argentina,AR,AM
2019-07-25,DR,Air,34001,Dominican Republic,DR,AM
2019-07-25,AN,Sea,36540,Andorra,AN,EU
2019-07-25,HU,Air,33426,Hungary,HU,EU
2019-07-25,SE,Sea,34587,Serbia,SE,EU
2019-07-25,MA,Air,36399,Malta,MA,EU
2019-07-26,MN,Air,37469,Montenegro,MN,EU
2019-07-26,CU,Air,32869,Cuba,CU,AM
2019-07-26,BZ,Air,38897,Brazil,BZ,AM
2019-07-26,SP,Air,39094,Spain,SP,EU
2019-07-26,SP,Air,36731,Spain,SP,EU
2019-07-26,CL,Air,38667,Chile,CL,AM
2019-07-26,MD,Sea,35763,Moldova,MD,EU
2019-07-26,BG,Air,32756,Belgium,BG,EU
2019-07-26,UR,Sea,37263,Uruguay,UR,AM
2019-07-26,AL,Sea,32066,Albania,AL,EU
2019-07-26,EG,Sea,37961,Egypt,EG,AF
2019-07-26,SL,Sea,32666,Slovakia,SL,EU
2019-07-26,BM,Sea,31546,Bahamas,BM,AM
2019-07-26,MO,Air,30025,Monaco,MO,EU
2019-07-26,ET,Air,39687,Estonia,ET,EU
2019-07-26,EG,Air,37746,Egypt,EG,AF
2019-07-26,JA,Air,36397,Jamaica,JA,AM
2019-07-26,AR,Sea,30291,Argentina,AR,AM
2019-07-26,HO,Air,32874,Honduras,HO,AM
2019-07-26,ET,Sea,34051,Estonia,ET,EU
2019-07-27,NO,Air,35989,Norway,NO,EU
2019-07-27,CZ,Sea,32402,Czech Republic (Czechia),CZ,EU
2019-07-27,AN,Sea,35609,Andorra,AN,EU
2019-07-27,PE,Sea,31570,Peru,PE,AM
2019-07-27,AU,Air,39738,Austria,AU,EU
2019-07-27,RO,Sea,34179,Romania,RO,EU
2019-07-27,UKR,Air,36050,Ukraine,UKR,EU
2019-07-27,RO,Air,33657,Romania,RO,EU
2019-07-27,NE,Sea,35168,Netherlands,NE,EU
2019-07-27,DR,Air,39306,Dominican Republic,DR,AM
2019-07-27,MO,Sea,39332,Monaco,MO,EU
2019-07-27,UR,Air,35392,Uruguay,UR,AM
2019-07-27,SL,Air,31778,Slovakia,SL,EU
2019-07-27,HS,Air,30395,Holy See,HS,EU
2019-07-27,IC,Air,36466,Iceland,IC,EU
2019-07-27,VE,Air,30322,Venezuela,VE,AM
2019-07-27,GY,Air,35876,Guyana,GY,AM
2019-07-27,SE,Air,39422,Serbia,SE,EU
2019-07-27,US,Sea,33092,United States,US,AM
2019-07-27,LI,Air,36307,Lithuania,LI,EU
2019-07-28,BE,Sea,36687,Belize,BE,AM
2019-07-28,SM,Sea,31520,San Marino,SM,EU
2019-07-28,HU,Sea,37024,Hungary,HU,EU
2019-07-28,GE,Air,36236,Germany,GE,EU
2019-07-28,CO,Air,38475,Colombia,CO,AM
2019-07-28,SK,Sea,35640,South Korea,SK,AS
2019-07-28,CA,Sea,30243,Canada,CA,AM
2019-07-28,UR,Sea,33504,Uruguay,UR,AM
2019-07-28,NZ,Sea,32960,New Zealand,NZ,OC
2019-07-28,IR,Sea,34766,Ireland,IR,EU
2019-07-28,AU,Sea,30629,Austria,AU,EU
2019-07-28,LI,Sea,34262,Lithuania,LI,EU
2019-07-28,IC,Air,34242,Iceland,IC,EU
2019-07-28,PL,Sea,32684,Poland,PL,EU
2019-07-28,LI,Air,39732,Lithuania,LI,EU
2019-07-28,EC,Sea,35876,Ecuador,EC,AM
2019-07-28,BE,Sea,33550,Belize,BE,AM
2019-07-28,BR,Sea,39432,Belarus,BR,EU
2019-07-28,HO,Air,30437,Honduras,HO,AM
2019-07-28,CL,Air,30055,Chile,CL,AM
2019-07-29,NZ,Sea,38709,New Zealand,NZ,OC
2019-07-29,IR,Sea,32738,Ireland,IR,EU
2019-07-29,HU,Air,34870,Hungary,HU,EU
2019-07-29,IR,Sea,39701,Ireland,IR,EU
2019-07-29,MD,Air,38563,Moldova,MD,EU
2019-07-29,JA,Air,31269,Jamaica,JA,AM
2019-07-29,LU,Sea,39751,Luxembourg,LU,EU
2019-07-29,VE,Air,38331,Venezuela,VE,AM
2019-07-29,IT,Sea,35443,Italy,IT,EU
2019-07-29,AL,Sea,30776,Albania,AL,EU
2019-07-29,ET,Sea,32431,Estonia,ET,EU
2019-07-29,BZ,Air,34438,Brazil,BZ,AM
2019-07-29,PE,Air,31134,Peru,PE,AM
2019-07-29,NZ,Air,39219,New Zealand,NZ,OC
2019-07-29,IT,Sea,30844,Italy,IT,EU
2019-07-29,PG,Air,39223,Paraguay,PG,AM
2019-07-29,PR,Sea,31109,Puerto Rico,PR,AM
2019-07-29,BO,Air,38269,Bolivia,BO,AM
2019-07-29,AN,Air,32720,Andorra,AN,EU
2019-07-29,CA,Sea,39582,Canada,CA,AM
2019-07-30,CL,Sea,34457,Chile,CL,AM
2019-07-30,FI,Air,30451,Finland,FI,EU
2019-07-30,PA,Sea,34092,Panama,PA,AM
2019-07-30,PE,Air,31486,Peru,PE,AM
2019-07-30,IN,Air,32782,India,IN,AS
2019-07-30,PE,Sea,39035,Peru,PE,AM
2019-07-30,IC,Air,39702,Iceland,IC,EU
2019-07-30,GR,Sea,33469,Greece,GR,EU
2019-07-30,IN,Air,38787,India,IN,AS
2019-07-30,SE,Air,32642,Serbia,SE,EU
2019-07-30,FI,Air,37834,Finland,FI,EU
2019-07-30,SU,Air,34798,Suriname,SU,AM
2019-07-30,PR,Sea,37057,Puerto Rico,PR,AM
2019-07-30,PL,Air,32990,Poland,PL,EU
2019-07-30,BA,Air,30864,Barbados,BA,AM
2019-07-30,SL,Air,39432,Slovakia,SL,EU
2019-07-30,CZ,Sea,34952,Czech Republic (Czechia),CZ,EU
2019-07-30,ES,Air,34520,El Salvador,ES,AM
2019-07-30,AL,Air,39679,Albania,AL,EU
2019-07-30,RO,Air,39390,Romania,RO,EU
2019-07-31,HU,Air,30515,Hungary,HU,EU
2019-07-31,CZ,Sea,35200,Czech Republic (Czechia),CZ,EU
2019-07-31,BU,Sea,32089,Bulgaria,BU,EU
2019-07-31,ES,Air,33507,El Salvador,ES,AM
2019-07-31,ET,Air,38243,Estonia,ET,EU
2019-07-31,HT,Air,37538,Haiti,HT,AM
2019-07-31,ES,Sea,36608,El Salvador,ES,AM
2019-07-31,RO,Air,31619,Romania,RO,EU
2019-07-31,SW,Sea,35527,Switzerland,SW,EU
2019-07-31,CU,Air,36753,Cuba,CU,AM
2019-07-31,CI,Air,34888,Cote d'Ivore,CI,AF
2019-07-31,BG,Air,38593,Belgium,BG,EU
2019-07-31,AL,Sea,37898,Albania,AL,EU
2019-07-31,NE,Air,30724,Netherlands,NE,EU
2019-07-31,AN,Air,33670,Andorra,AN,EU
2019-07-31,CA,Sea,38480,Canada,CA,AM
2019-07-31,SK,Air,35583,South Korea,SK,AS
2019-07-31,SA,Air,34557,South Africa,SA,AF
2019-07-31,SM,Sea,39325,San Marino,SM,EU
2019-07-31,HT,Air,39741,Haiti,HT,AM
2019-08-01,DE,Air,36917,Denmark,DE,EU
2019-08-01,BE,Air,36675,Belize,BE,AM
2019-08-01,SA,Air,37442,South Africa,SA,AF
2019-08-01,SE,Sea,32179,Serbia,SE,EU
2019-08-01,SU,Air,38983,Suriname,SU,AM
2019-08-01,FI,Sea,39085,Finland,FI,EU
2019-08-01,NO,Air,35444,Norway,NO,EU
2019-08-01,BE,Air,33416,Belize,BE,AM
2019-08-01,CO,Sea,35695,Colombia,CO,AM
2019-08-01,PG,Sea,32189,Paraguay,PG,AM
2019-08-01,ET,Sea,37996,Estonia,ET,EU
2019-08-01,PA,Sea,33443,Panama,PA,AM
2019-08-01,HS,Sea,36499,Holy See,HS,EU
2019-08-01,NZ,Sea,36182,New Zealand,NZ,OC
2019-08-01,EG,Air,31540,Egypt,EG,AF
2019-08-01,NM,Air,30930,North Macedonia,NM,EU
2019-08-01,GL,Sea,34731,Greenland,GL,AM
2019-08-01,GR,Air,39161,Greece,GR,EU
2019-08-01,MR,Sea,36811,Morroco,MR,AF
2019-08-01,CL,Sea,33524,Chile,CL,AM
2019-08-02,IC,Sea,38352,Iceland,IC,EU
2019-08-02,BO,Air,31205,Bolivia,BO,AM
2019-08-02,AN,Sea,33111,Andorra,AN,EU
2019-08-02,SE,Sea,37683,Serbia,SE,EU
2019-08-02,PA,Sea,36047,Panama,PA,AM
2019-08-02,BE,Sea,31457,Belize,BE,AM
2019-08-02,CL,Sea,39871,Chile,CL,AM
2019-08-02,MR,Air,31451,Morroco,MR,AF
2019-08-02,GY,Air,33603,Guyana,GY,AM
2019-08-02,SN,Sea,31654,Slovenia,SN,EU
2019-08-02,RO,Sea,36241,Romania,RO,EU
2019-08-02,GE,Sea,35136,Germany,GE,EU
2019-08-02,SE,Sea,38697,Serbia,SE,EU
2019-08-02,EG,Air,34752,Egypt,EG,AF
2019-08-02,MR,Air,30998,Morroco,MR,AF
2019-08-02,JP,Sea,34259,Japan,JP,AS
2019-08-02,MD,Sea,32368,Moldova,MD,EU
2019-08-02,PR,Sea,37350,Puerto Rico,PR,AM
2019-08-02,JP,Sea,37927,Japan,JP,AS
2019-08-02,SD,Air,34538,Sweden,SD,EU
2019-08-03,NM,Air,34980,North Macedonia,NM,EU
2019-08-03,US,Sea,35555,United States,US,AM
2019-08-03,BG,Sea,35290,Belgium,BG,EU
2019-08-03,AL,Air,33084,Albania,AL,EU
2019-08-03,SE,Air,37297,Serbia,SE,EU
2019-08-03,SK,Sea,38352,South Korea,SK,AS
2019-08-03,CT,Sea,37078,Croatia,CT,EU
2019-08-03,UKR,Air,30116,Ukraine,UKR,EU
2019-08-03,FR,Air,31058,France,FR,EU
2019-08-03,DR,Sea,31251,Dominican Republic,DR,AM
2019-08-03,GR,Air,33824,Greece,GR,EU
2019-08-03,GL,Sea,39985,Greenland,GL,AM
2019-08-03,LA,Sea,32563,Latvia,LA,EU
2019-08-03,JA,Sea,32025,Jamaica,JA,AM
2019-08-03,BO,Sea,30263,Bolivia,BO,AM
2019-08-03,CH,Air,39294,China,CH,AS
2019-08-03,ES,Air,38809,El Salvador,ES,AM
2019-08-03,BG,Sea,32168,Belgium,BG,EU
2019-08-03,GL,Air,39164,Greenland,GL,AM
2019-08-03,SM,Air,35061,San Marino,SM,EU
2019-08-04,BA,Air,38291,Barbados,BA,AM
2019-08-04,BM,Sea,33549,Bahamas,BM,AM
2019-08-04,CO,Air,31614,Colombia,CO,AM
2019-08-04,HS,Sea,36554,Holy See,HS,EU
2019-08-04,NI,Air,32303,Nicaragua,NI,AM
2019-08-04,CZ,Sea,30711,Czech Republic (Czechia),CZ,EU
2019-08-04,SU,Air,34236,Suriname,SU,AM
2019-08-04,SW,Sea,34810,Switzerland,SW,EU
2019-08-04,NE,Air,36482,Netherlands,NE,EU
2019-08-04,GL,Sea,37104,Greenland,GL,AM
2019-08-04,AU,Air,39589,Austria,AU,EU
2019-08-04,SM,Air,36357,San Marino,SM,EU
2019-08-04,VE,Sea,36334,Venezuela,VE,AM
2019-08-04,FR,Sea,34482,France,FR,EU
2019-08-04,NE,Air,39248,Netherlands,NE,EU
2019-08-04,PL,Air,32751,Poland,PL,EU
2019-08-04,JA,Air,38357,Jamaica,JA,AM
2019-08-04,PA,Air,39244,Panama,PA,AM
2019-08-04,MN,Sea,36501,Montenegro,MN,EU
2019-08-04,LI,Air,36195,Lithuania,LI,EU
2019-08-05,SK,Air,34133,South Korea,SK,AS
2019-08-05,MR,Sea,36854,Morroco,MR,AF
2019-08-05,SW,Air,38664,Switzerland,SW,EU
2019-08-05,CT,Air,33950,Croatia,CT,EU
2019-08-05,CT,Air,36901,Croatia,CT,EU
2019-08-05,BH,Air,39455,Bosnia and Herzegovina,BH,EU
2019-08-05,EQ,Sea,39650,Equatorial Guinea,EQ,AF
2019-08-05,MN,Sea,38279,Montenegro,MN,EU
2019-08-05,BM,Air,35193,Bahamas,BM,AM
2019-08-05,JP,Air,30245,Japan,JP,AS
2019-08-05,US,Sea,34922,United States,US,AM
2019-08-05,SK,Sea,34245,South Korea,SK,AS
2019-08-05,US,Sea,39552,United States,US,AM
2019-08-05,GY,Air,30919,Guyana,GY,AM
2019-08-05,NI,Air,34842,Nicaragua,NI,AM
2019-08-05,BH,Sea,37661,Bosnia and Herzegovina,BH,EU
2019-08-05,SU,Sea,32340,Suriname,SU,AM
2019-08-05,GY,Sea,36303,Guyana,GY,AM
2019-08-05,UKR,Air,37442,Ukraine,UKR,EU
2019-08-05,AU,Air,30087,Austria,AU,EU
2019-08-06,GR,Sea,36436,Greece,GR,EU
2019-08-06,RO,Air,35951,Romania,RO,EU
2019-08-06,HO,Air,32645,Honduras,HO,AM
2019-08-06,RO,Sea,36609,Romania,RO,EU
2019-08-06,MA,Air,38483,Malta,MA,EU
2019-08-06,CR,Air,30187,Costa Rica,CR,AM
2019-08-06,HS,Air,39132,Holy See,HS,EU
2019-08-06,IR,Air,31409,Ireland,IR,EU
2019-08-06,SU,Sea,38306,Suriname,SU,AM
2019-08-06,CA,Air,30908,Canada,CA,AM
2019-08-06,NE,Sea,32914,Netherlands,NE,EU
2019-08-06,BR,Air,37580,Belarus,BR,EU
2019-08-06,SM,Air,37459,San Marino,SM,EU
2019-08-06,BM,Air,34569,Bahamas,BM,AM
2019-08-06,HT,Air,39104,Haiti,HT,AM
2019-08-06,HW,Sea,39539,Hawaii,HW,AM
2019-08-06,PE,Sea,39463,Peru,PE,AM
2019-08-06,LU,Sea,39591,Luxembourg,LU,EU
